domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
indiefresh.com,Indie Fresh,Food And Beverage,$5 mil. - $10 mil.,1471.212197,1191.612171,525.3875539,12896335,552.0746861
fiamma.com,Fiamma Inc,Automotive and Vehicles,$5 mil. - $10 mil.,108726.6228,343.4922457,202.9314408,20545239,320.2105043
easymusiccenter.com,Easy Music Center,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,1619.543902,2842.440513,2879.260996,4744848,1022.08842
yardstore.com,The Yard Store,Apparel and Accessories,$5 mil. - $10 mil.,47252.72205,27802.43331,23109.32856,865118,4735.241511
ellaways.com.au,Ellaways Music,Hobbies and Interests,$5 mil. - $10 mil.,5934.67091,8053.21855,47778.46762,913677,3269.023068
westonjewelers.com,Weston Jewelers,Style and Fashion,$5 mil. - $10 mil.,1246.296706,2710.550785,32.90802877,35596679,62.91472088
newstart.com,NEWSTART,Business and Industrial,$5 mil. - $10 mil.,4279.697123,3335.38918,16279.02392,3337022,1363.198569
marabeseceramics.com,Marabese Ceramics Ltd,General Merchandise,$5 mil. - $10 mil.,2518.179616,1175.103527,31600.76006,1731351,628.4464548
libertyview.com,LibertyView Capital Management,Finance,$5 mil. - $10 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
knightmarketing.net,Knight Marketing Corp. of New York,Others,$5 mil. - $10 mil.,Data not found,211.1528867,67.26929759,33616150,Data not found
konstantino.com,Konstantino,Others,$5 mil. - $10 mil.,1999.049595,4003.328919,5288.348442,2872820,2055.166701
bluewillowbookshop.com,Blue Willow Bookshop,Media and Publications,$5 mil. - $10 mil.,2391.307664,1217.962469,28813.65597,2338219,1776.226932
busynippers.com.au,Busy Nippers Pty Ltd,Business and Industrial,$5 mil. - $10 mil.,86.76338992,370.6237077,425.92748,13539944,181.6691899
apexdisplay.com.au,Apex Display,Other,$5 mil. - $10 mil.,925.1388933,1432.195276,445.4231663,13018596,800.4155202
eddieswheels.com,Eddie's Wheels,Pets and Pet Supplies,$5 mil. - $10 mil.,3119.262464,3541.620857,3057.504469,5503006,2524.006116
keenhealthcare.com,Keen Healthcare,Others,$5 mil. - $10 mil.,1526.889001,921.0943439,2060.061588,5869516,879.2781445
midtowntoyota.com,Midtown Toyota,Automotive and Vehicles,$5 mil. - $10 mil.,25055.5188,28081.42512,2618.624313,6600569,1420.222091
zabars.com,Zabar,Food And Beverage,$5 mil. - $10 mil.,104432.0809,28267.56344,169467.2097,188704,18946.78448
a-ga-ming.com,A-Ga-Ming Golf Resort,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,301.8849882,51774.26292,391.7022869,11586849,882.9641089
promotional-gifts-co.com,The Promotional Gifts Company,Stationery and Office Products,$5 mil. - $10 mil.,129.5870945,224.8079319,206.7002505,20557455,134.958504
ccmetal.com,C & C Metal Products Corp.,Others,$5 mil. - $10 mil.,488.5646767,366.1071887,386.1463776,14030906,156.9112234
tryten.com,Tryten Technologies Inc,Others,$5 mil. - $10 mil.,7057.390873,12000.48187,29120.69675,2063136,4657.267705
crownbmw.com,Crown BMW,Automotive and Vehicles,$5 mil. - $10 mil.,27503.52077,1383.042799,17760.15986,2695931,643.7021809
sewingexpo.com,Original Sewing & Quilt Expo,Others,$5 mil. - $10 mil.,15775.40735,63769.33355,6416.13241,2867575,2987.256648
jamesmartinfurniture.com,James Martin,Home Furnishings and Furniture,$5 mil. - $10 mil.,3437.613922,3857.036162,4360.099019,4122586,1327.301177
albertaoilmagazine.com,Alberta Oil Magazine,Media and Publications,$5 mil. - $10 mil.,74289.09512,46716.51278,9902.964985,3268391,4018.610743
loudonmachine.com,Loudon Machine Inc,Consumer Electronics & Appliances,$5 mil. - $10 mil.,111.9497919,348.4027115,Data not found,Data not found,Data not found
builderssource.com,Builders Source Appliance Gallery,General Merchandise,$5 mil. - $10 mil.,1134.043405,603.3026013,22216.46454,1308300,1112.19192
clinejewelers.com,Cline Jewelers,Style and Fashion,$5 mil. - $10 mil.,149.8533577,Data not found,Data not found,Data not found,84.36814251
carrotink.com,Carrot Ink,Consumer Electronics & Appliances,$5 mil. - $10 mil.,68656.54612,19892.14183,262207.109,347641,10753.1149
bridgehead.ca,Bridgehead Inc,Food And Beverage,$5 mil. - $10 mil.,7658.360143,6270.694334,32658.08834,1444383,4348.122153
freelance-surgical.co.uk,Freelance Surgical Ltd,Medical and Wellness,$5 mil. - $10 mil.,Data not found,817.6284545,Data not found,Data not found,225.0397918
detroitwheelandtire.com,Detroit Wheel & Tire LLC,Automotive and Vehicles,$5 mil. - $10 mil.,49174.02057,87949.21526,254954.6164,307872,18633.75627
yonanas.com,Yonanas,Food And Beverage,$5 mil. - $10 mil.,65203.46364,19614.14421,33334.34413,1420673,6572.845093
oneillwetsuits.com,O'Neill Wetsuits Ltd,Style and Fashion,$5 mil. - $10 mil.,81.23900002,Data not found,Data not found,Data not found,Data not found
kotous.com,Kotobukiya,Food And Beverage,$5 mil. - $10 mil.,199010.9249,424910.7676,162162.5707,330510,56780.60061
techbuy.com.au,Techbuy Pty. Ltd,Consumer Electronics & Appliances,$5 mil. - $10 mil.,298934.8982,236246.6153,207633.9183,320290,63472.05713
wineexpress.com,Wine Express,Food And Beverage,$5 mil. - $10 mil.,35273.41138,23343.49001,31050.96745,1358710,11686.29906
sportrx.com,Sportrx Inc,Health and Fitness,$5 mil. - $10 mil.,185814.0041,216719.4023,383108.0514,168947,55339.34239
purnoisetier.com,Pur Noisetier inc,Food And Beverage,$5 mil. - $10 mil.,10431.12086,21067.28702,8878.935402,3610589,643.9475883
sciencefirst.com,Science First LLC,Others,$5 mil. - $10 mil.,41463.76764,86332.26931,58215.24209,1045832,12046.95958
kemistrygallery.co.uk,Kemistry Gallery,Others,$5 mil. - $10 mil.,498.7397246,184.3990589,73.66598652,32160097,108.5150208
smackapparel.com,Smack Apparel,Apparel and Accessories,$5 mil. - $10 mil.,179753.7839,3684.565192,12555.34487,3227306,3394.118456
sopantech.com,Sopan Technologies Pvt Ltd,Technology and Computing,$5 mil. - $10 mil.,11456.37657,5826.144908,8876.057984,3747568,2263.550041
anatechelectronics.com,"Anatech Electronics , Inc.",Consumer Electronics & Appliances,$5 mil. - $10 mil.,12149.85046,2089.238585,1380.783158,8501773,752.8816339
impactmerch.com,Impact Merchandising,Others,$5 mil. - $10 mil.,25422.79032,7648.76917,29166.74432,1673290,4372.20542
bonjovi.com,Bon Jovi,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,377215.7977,119148.9706,239992.6487,334514,30176.43564
ehspilates.com,EHS Pilates,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,821.2598992,1493.988181,986.9339035,9595012,453.2538673
pressurepositive.com,The Pressure Positive Company,Health and Fitness,$5 mil. - $10 mil.,3410.261374,15923.31562,79397.41371,1051385,5840.245088
evpdiscount.com,EVP Discount,Technology and Computing,$5 mil. - $10 mil.,22015.48046,2015.402326,3142.084139,5717265,1513.590822
journeyman.tv,Journeyman Pictures,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,62333.97862,99481.26342,46642.71195,1295975,12406.13651
highsnobiety.com,Highsnobiety,Media and Publications,$5 mil. - $10 mil.,12477892,10622132,13314612,8610,2226441
sugarboodesigns.com,Sugarboo Designs Inc,Others,$5 mil. - $10 mil.,4139.890383,3142.077271,Data not found,Data not found,82.825136
lakevalleyseed.com,Lake Valley Seed,Others,$5 mil. - $10 mil.,5099.187958,54728.2005,Data not found,Data not found,189.0877484
zoeticx.com,Zoeticx Inc,Medical and Wellness,$5 mil. - $10 mil.,330.6187627,394.0374069,363.8061995,15276883,66.29533934
hotkeybooks.com,Hot Key Books Ltd,Business and Industrial,$5 mil. - $10 mil.,4736.951633,1429.650262,2311.938061,6525933,1154.72963
cerevo.com,Cerevo inc,Others,$5 mil. - $10 mil.,170218.8921,227764.8819,223404.124,318344,47707.10616
furnacemfg.com,Furnace MFG,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,14734.90884,8797.715839,9799.754118,3268774,2168.20212
mobileproshop.com,"Mobile Pro Shop , Inc.",Sporting Goods,$5 mil. - $10 mil.,Data not found,924.3584607,Data not found,Data not found,Data not found
vznyc.com,VARIAZIONI,Apparel and Accessories,$5 mil. - $10 mil.,92.60964595,Data not found,Data not found,Data not found,Data not found
dartdrones.com,DARTdrones LLC,Automotive and Vehicles,$5 mil. - $10 mil.,37348.98131,98058.33791,56860.59332,1167349,19280.77278
popcornpress.com,Popcorn Press Inc,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,Data not found,Data not found,372.5457403,16501525,135.0815592
vialunatechnology.com,Vialuna Technology,Consumer Electronics & Appliances,$5 mil. - $10 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
fusion3design.com,Fusion3 Design LLC,Technology and Computing,$5 mil. - $10 mil.,12059.59024,11239.70897,28120.95528,1878325,6570.477783
shapero.com,Shapero Rare Books,Others,$5 mil. - $10 mil.,3452.727104,29560.77473,23661.69061,2430444,2485.856662
thejoyfactory.com,The Joy Factory Inc,Consumer Electronics & Appliances,$5 mil. - $10 mil.,63793.26031,11496.79683,11630.6007,2130323,5406.966745
kencraftcandy.com,Kencraft Inc,Food And Beverage,$5 mil. - $10 mil.,144.8528899,607.8521478,276.1812094,14017542,200.8127003
sooum.com,SoOum Corp,Business and Industrial,$5 mil. - $10 mil.,482.4514614,308.3481782,9687.391628,5158446,Data not found
sealsonline.com,Kepco Sealing Supplies Inc,Technology and Computing,$5 mil. - $10 mil.,28796.65546,1652.277909,1691.659084,7103980,827.960333
tipsyelves.com,Tipsy Elves LLC,Apparel and Accessories,$5 mil. - $10 mil.,1232965.601,346669.7971,667286.4047,143443,43895.75785
prioritytoyotarichmond.com,Priority Toyota,Automotive and Vehicles,$5 mil. - $10 mil.,9874.927479,6428.06538,359931.2721,311455,4943.259703
racooninternational.com,Racoon International,Others,$5 mil. - $10 mil.,1045.067727,282.2670936,163.496086,22716288,161.7887116
wildernet.com,Wildernet,Media and Publications,$5 mil. - $10 mil.,6117.395941,108458.4749,3244.205528,6056705,4826.256071
thenethouse.net,The Net House Inc,Finance,$5 mil. - $10 mil.,558.3740613,Data not found,138.6825812,20835275,168.6357134
ironsharpensiron.net,Iron Sharpens Iron,Others,$5 mil. - $10 mil.,3469.974585,2967.963969,2387.803254,7322566,1369.5575
emmysorganics.com,Emmy's Organics Inc,Food And Beverage,$5 mil. - $10 mil.,1374.888093,3574.814431,3003.719066,5249061,944.6574972
kingdevicktest.com,King-Devick Test LLC,Science,$5 mil. - $10 mil.,26066.49374,797.8920158,1872.958471,7516049,1117.018987
whiterunway.com.au,White Runway,Apparel and Accessories,$5 mil. - $10 mil.,26690.44263,134466.8372,87258.53511,555499,13186.72432
theoutsideworld.net,"WORLD , INC",Automotive and Vehicles,$5 mil. - $10 mil.,298956.7032,2403.265426,13753.01819,3886130,Data not found
rightwayhp.com,Right Way Home Protection,"Real Estate, Rentals and Leasing",$5 mil. - $10 mil.,370.70109,1154.438372,74.65368844,28892565,Data not found
blus.com,Blu,Apparel and Accessories,$5 mil. - $10 mil.,2011.842232,575.6461934,1081.545682,8848447,1107.044845
goldcoastacura.com,Gold Coast Acura,Automotive and Vehicles,$5 mil. - $10 mil.,28887.19494,2177.020661,383.7982192,11548463,506.8594284
sydneyevan.com,Sydney Evan LLC,Style and Fashion,$5 mil. - $10 mil.,7956.889115,7198.177602,6900.055485,2771473,1598.542032
maggiemoos.com,MaggieMoo's International LLC,Food And Beverage,$5 mil. - $10 mil.,39071.13165,403.332301,417.2919668,14279495,205.4993017
smokersoutletonline.com,Smoker's Outlet Online Inc,Others,$5 mil. - $10 mil.,350978.1677,341242.8363,658937.1274,100444,48169.00272
copperdoorrestaurant.com,Copper Door Restaurant,Food And Beverage,$5 mil. - $10 mil.,2864.608885,1922.375628,2289.288179,5790050,551.9233919
pushys.com.au,Bike,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,253761.5692,260979.4663,356648.5892,175363,52098.74682
receptional.com,Receptional Ltd,Others,$5 mil. - $10 mil.,11945.38899,21896.2682,7834.712995,4336693,3637.932674
smartfurniture.com,Smart Furniture Inc,Home Furnishings and Furniture,$5 mil. - $10 mil.,298926.9826,236888.0745,193497.5611,277393,78140.76211
caribeeboats.com,Caribee Boats Sales,Automotive and Vehicles,$5 mil. - $10 mil.,273.8845925,Data not found,291.6746007,14288322,71.42216885
prestigegolfcars.com,Prestige Golf Carts,Automotive and Vehicles,$5 mil. - $10 mil.,692.2082029,296.4016285,289.5384263,13280485,88.83270811
gpsolutionsusa.com,Global Product Solutions,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
hokaoneone.com,HOKA ONE ONE Inc,Sporting Goods,$5 mil. - $10 mil.,294302.9469,366771.7781,424606.1444,161685,79243.17962
gateway3d.com,Gateway 3D Ltd,Others,$5 mil. - $10 mil.,89328.39877,89155.76919,67413.86791,796381,3626.479059
carlinosmarket.com,Carlino's Specialty Foods,Food And Beverage,$5 mil. - $10 mil.,25941.25824,1616.41435,1664.4075,7831178,1321.385193
hightech-industries.com,HIGH TECH INDUSTRIES,Consumer Electronics & Appliances,$5 mil. - $10 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
drjorganics.com,DrJ Organics,Science,$5 mil. - $10 mil.,452.4136322,893.0797552,281.405418,15799404,158.1823782
proofreadingservices.com,ProofreadingServices.com,Others,$5 mil. - $10 mil.,387529.6753,275291.2251,375514.8411,292492,34895.80558
bpicustomprinting.com,BPI Custom Printing Inc,Others,$5 mil. - $10 mil.,1067.187923,734.213817,46462.8962,1661427,652.5451827
sigma-instruments.com,Sigma Instruments Inc,Others,$5 mil. - $10 mil.,874.3351653,919.3267238,399.1899081,13071971,136.6320107
zeeni.com,Zeeni Inc,Sporting Goods,$5 mil. - $10 mil.,8904.377555,1092.809573,40675.3938,1815906,849.6254979
aldermans.com,Alderman's Inc,Others,$5 mil. - $10 mil.,32444.83037,875.5175296,Data not found,37768269,60.38126576
benderlumber.com,Bender Lumber Company,Building Material and Garden Equipment and Supplies,$5 mil. - $10 mil.,22462.29781,1352.251475,44929.16467,981757,225.7766574
stpatricksguild.com,St. Patrick's Guild,Other,$5 mil. - $10 mil.,46107.15434,6425.761235,26326.78305,1918096,3718.492138
spokesetc.com,Spokes Etc.,Sporting Goods,$5 mil. - $10 mil.,5489.98998,9188.55344,45150.70242,1277042,7009.887323
libertyink.com,Liberty Publishing Inc,Media and Publications,$5 mil. - $10 mil.,308.8484713,165.625955,Data not found,Data not found,Data not found
artmartstl.com,ArtMart,Other,$5 mil. - $10 mil.,26207.71117,1690.38134,1336.1412,8132675,692.5874183
tattify.com,TATTIFY LLC,Others,$5 mil. - $10 mil.,80352.00755,27897.14797,109208.8185,666418,8289.441049
beautynewsnyc.com,Beauty News NYC,Media and Publications,$5 mil. - $10 mil.,127053.6411,39022.91339,22190.43099,2559777,3478.093678
jeffreyalleninc.com,Jeffrey Allen Inc,Automotive and Vehicles,$5 mil. - $10 mil.,22846.77401,1631.831338,415.6263158,12016327,443.6931728
detroitathletic.com,Detroit Athletic Co,Style and Fashion,$5 mil. - $10 mil.,50020.14159,156452.7795,49951.18848,1385572,11520.03155
craggsenergy.co.uk,Craggs Energy Ltd,Others,$5 mil. - $10 mil.,1537.462577,228.840887,1347.384021,9183369,392.3337925
aquiretraining.com,aQuire Training Solutions,Education,$5 mil. - $10 mil.,20087.78761,966.4730274,1417.812795,9491856,721.7940585
spexton.com,Spexton LLC,Style and Fashion,$5 mil. - $10 mil.,2603.956608,1477.077247,1129.738153,8986951,780.8502586
bebebelladesigns.com,Bebe Bella Designs,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,2084.278979,101.2662415,519.7402981,11569835,756.8375822
mineralessence.com,Mineral Essence Inc,Others,$5 mil. - $10 mil.,364.7514139,435.5116383,187.179752,15237078,143.5068002
thoroughclean.com.au,ThoroughClean,Automotive and Vehicles,$5 mil. - $10 mil.,Data not found,377.2954477,10589.66894,4490491,410.8810546
nixons.com.au,Nixons Wagga,Automotive and Vehicles,$5 mil. - $10 mil.,417.7991991,328.4691373,629.8455394,9769704,344.49155
warp9racing.com,Warp 9 Racing,Sporting Goods,$5 mil. - $10 mil.,22879.4576,97440.64053,36922.79513,1485902,5522.107023
sportfish.co.uk,Sportfish,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,33012.99624,25027.53071,108990.6668,457405,9888.564016
interdev.com,InterDev LLC,Consumer Electronics & Appliances,$5 mil. - $10 mil.,834.9557819,1107.21976,1672.610889,Data not found,708.2329526
aristotlecircle.com,Aristotle Circle Inc,Education,$5 mil. - $10 mil.,30744.18131,3991.8931,10885.82857,3682082,1851.157188
wodgearclothing.com,WOD Gear Clothing Company,Style and Fashion,$5 mil. - $10 mil.,2493.214827,1663.772061,662.4486198,10325864,522.5466468
budk.com,Bud K,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,1264759.575,1151312.327,2453811.834,26759,156204.5839
shopezit.com,ShopEzIT Inc,Technology and Computing,$5 mil. - $10 mil.,146.5589583,Data not found,Data not found,Data not found,Data not found
knsinstruments.com,KNS PerfeKta Inc,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,70.0980713,Data not found,Data not found,Data not found,Data not found
fit4uswim.com,Fit 4 U,Apparel and Accessories,$5 mil. - $10 mil.,102.9829988,289.1119848,Data not found,Data not found,117.5327246
7dayshop.com,7DAYSHOP.COM Limited,Others,$5 mil. - $10 mil.,943355.913,334784.844,576989.1701,121150,119688.0463
sociinc.com,Soci Inc,Others,$5 mil. - $10 mil.,1597.319594,3343.989247,1669.851588,7098797,1490.852185
silvercrowcreations.com,SilverCrow Creations,Style and Fashion,$5 mil. - $10 mil.,11510.90427,41638.49036,4152.05254,4899369,862.527177
cjlogequip.com,C J Logging Equipment Inc,Building Material and Garden Equipment and Supplies,$5 mil. - $10 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
austenbrothers.com,Austen Brothers,General Merchandise,$5 mil. - $10 mil.,725.5732772,8454.168358,4389.732621,4969152,687.3184752
madeforschool.com.au,Made For School,Style and Fashion,$5 mil. - $10 mil.,9095.864367,30880.17311,1953.101003,6560102,774.2000461
gardenfactoryny.com,The Garden Factory Inc,Home Furnishings and Furniture,$5 mil. - $10 mil.,24605.03856,75960.00372,2686.759093,5142804,879.7756644
argylepub.com,Argyle Publishing Company,Other,$5 mil. - $10 mil.,Data not found,352.1734342,481.2988924,14632790,231.2418939
pepetools.com,Pepetools Inc,Others,$5 mil. - $10 mil.,3591.333985,3043.763394,4816.186407,3951746,1622.764653
paragear.com,Para-Gear Equipment Co.,"Art, Entertainment and Recreation",$5 mil. - $10 mil.,77304.5303,111551.5101,31294.00303,1376184,7640.531814
